#x1,x2,x3,x4,y
0.154907984546815,0.0359358661718541,0.3209040679837,0.840680379097182,9.45443666837762
0.407342424078688,0.996720908298871,0.372645125520069,0.264668248793805,7.7658988299522
0.492565542369975,0.0680130894508185,0.464323453639321,0.496344168805406,10.202338070653
0.446018288795385,0.557964964561569,0.0187819314607343,0.850196136647417,8.99110300537117
0.837728248124559,0.127302402231279,0.436282453602354,0.307726346028342,10.9025887395418
0.450431420094623,0.0388705145389833,0.437920897024778,0.301106613205441,9.91258074143612
0.476450253114817,0.700327338190092,0.430559322631089,0.725801888600332,9.08505729419569
0.253674011140814,0.0956964766052145,0.841669416127518,0.0691354458966834,9.38043394223621
0.452324029771161,0.988787493519422,0.234165177834649,0.916635687403287,8.43019796751258
0.949149386201077,0.873421896660937,0.267814273032861,0.315763786123193,9.58418242443741
0.257960905207174,0.583448573737468,0.478818614184846,0.787330104581975,8.77313428691341
0.025595611312061,0.706581251041017,0.0799464627972695,0.45228150622443,7.09585230087585
0.151027698362386,0.207400829683346,0.795272262804781,0.0757569336029215,8.80931063212817
0.0785058434016045,0.604542829759157,0.644242172768236,0.50683198145072,8.07750602490546
0.720172198364673,0.485586497100429,0.730047746368284,0.981554099410903,10.8009454466723
0.7524334032373,0.869295400988471,0.742936367339197,0.132578536369565,9.29422431144372
0.649429788138614,0.521222601024172,0.815476136531043,0.923042118028501,10.544362416927
0.170707777625417,0.417591930865197,0.648867903956567,0.981821501246437,9.20762887634886
0.0177576123426386,0.961908086943339,0.32182705099795,0.158960284713547,6.51024399885274
0.981308326659971,0.719515237870578,0.0475011771951052,0.544139535988651,9.99653521742251
0.668312107895094,0.0749168499445726,0.893061359958588,0.578015178018492,11.2261791617732
0.227231013236527,0.123078688472874,0.347339059302484,0.544631095664309,9.22750581773063
0.0916974190386889,0.672151834925048,0.614560587201931,0.783831304313501,8.2291804787814
0.252154148833089,0.868998255447985,0.592978033167937,0.376633929496345,7.88807789826758
0.293389315895005,0.491936470930229,0.437110408632884,0.288971879963176,8.52237729442061
0.056146560276755,0.163381610541821,0.382483572029503,0.989904464384103,9.11406449616023
0.93690928772372,0.155880512756524,0.212584097410537,0.966104987991979,11.5776559230606
0.992316656241013,0.915774802098792,0.675782095754872,0.477091754185354,10.1982742144657
0.66458400788301,0.384211551854312,0.691060777946736,0.823369441130023,10.6397591390172
0.358446707776345,0.851023797252601,0.616628969148746,0.68751621834122,8.5774377163138
0.557606473605474,0.235136365021901,0.291234767861441,0.176335331352118,9.57011678998618
0.678406661063354,0.586966028864237,0.169741731755079,0.510863983404175,9.44189364062084
0.534033853233485,0.0489516610700622,0.619019122353373,0.844686876125777,10.8679042360395
0.965289422338508,0.99963929066424,0.179775622255353,0.914011009313167,9.89037631725557
0.830240428142889,0.711194737798055,0.102540964560148,0.311965211055749,9.38283798444845
0.348296243717102,0.857620893602777,0.274218335532548,0.16650238115659,7.67036766063489
0.45924989108899,0.625224077973867,0.297874469998635,0.995968231326156,9.32114421864403
0.872331034500231,0.0194788806857901,0.4690416611503,0.322767417320473,11.2698444205999
0.458915224872329,0.423188910120972,0.651394486922384,0.496176612544104,9.57793895384153
0.91153598899556,0.760516251889023,0.692297770702728,0.034390312886494,9.84026354679786
0.047955409412357,0.37255392132284,0.793264263982114,0.635708376035576,8.72773102560908
0.530771317647001,0.172587257053545,0.413691803868301,0.646140536156053,10.2069717788583
0.793548766663936,0.67748583890102,0.766454304340478,0.895827962986605,10.5879568895169
0.0795116776537336,0.849988646732367,0.930673715395533,0.276509887650685,7.64574134254269
0.305001889167898,0.249007136336829,0.558727452839063,0.762549200472972,9.63826804814207
0.139670792146849,0.11093365756028,0.943752357180856,0.136403389216335,9.17730080771718
0.096011377694992,0.105063037331143,0.397324383624033,0.281981862587513,8.65721430463423
0.138148420616245,0.667880052334721,0.409051557231426,0.208073500282297,7.59581021469302
0.811774501315909,0.632019921437433,0.385650728452918,0.0308088089667715,9.48774319849255
0.0678879195734409,0.274475230825749,0.351203446449082,0.639451040866027,8.54536778438393
0.544837157153482,0.450083699389503,0.317002102459075,0.321121015407983,9.2724671905485
0.595707309666199,0.889503528662805,0.994954941843858,0.293143141554209,9.19621295507105
0.739174002661883,0.896235285084707,0.819641541531523,0.183309322826393,9.32800230217415
0.235608425656378,0.992828774544969,0.855664010424474,0.0141655215886164,7.49099725989229
0.541818065848627,0.642745357575599,0.583677905177003,0.873253733887434,9.69689512145912
